AvgSpotLen	BioSample	DATASTORE_filetype	Experiment	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	disease	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	source_name
101	SAMN06016564	sra	SRX2347738	2016-11-15	2025	960	SRR5019906	SRS1798010	GSM2390732	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016563	sra	SRX2347739	2016-11-15	1955	936	SRR5019907	SRS1798011	GSM2390733	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017007	sra	SRX2347740	2016-11-15	1579	731	SRR5019908	SRS1798012	GSM2390734	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017008	sra	SRX2347741	2016-11-15	1260	586	SRR5019909	SRS1798013	GSM2390735	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017006	sra	SRX2347742	2016-11-15	2029	953	SRR5019910	SRS1798014	GSM2390736	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017003	sra	SRX2347743	2016-11-15	2355	1116	SRR5019911	SRS1798015	GSM2390737	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016562	sra	SRX2347744	2016-11-15	3104	1486	SRR5019912	SRS1798016	GSM2390738	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016561	sra	SRX2347745	2016-11-15	2112	1002	SRR5019913	SRS1798017	GSM2390739	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016560	sra	SRX2347746	2016-11-15	2679	1253	SRR5019914	SRS1798018	GSM2390740	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017004	sra	SRX2347747	2016-11-15	2290	1073	SRR5019915	SRS1798019	GSM2390741	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017002	sra	SRX2347748	2016-11-15	2600	1213	SRR5019916	SRS1798020	GSM2390742	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017193	sra	SRX2347750	2016-11-15	1962	956	SRR5019918	SRS1798022	GSM2390744	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017190	sra	SRX2347751	2016-11-15	2010	959	SRR5019919	SRS1798023	GSM2390745	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017187	sra	SRX2347752	2016-11-15	2774	1320	SRR5019920	SRS1798024	GSM2390746	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017189	sra	SRX2347753	2016-11-15	2182	1030	SRR5019921	SRS1798025	GSM2390747	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017188	sra	SRX2347754	2016-11-15	2222	1067	SRR5019922	SRS1798026	GSM2390748	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017185	sra	SRX2347755	2016-11-15	2742	1316	SRR5019923	SRS1798027	GSM2390749	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017181	sra	SRX2347756	2016-11-15	2343	1120	SRR5019924	SRS1798028	GSM2390750	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017184	sra	SRX2347757	2016-11-15	1992	927	SRR5019925	SRS1798029	GSM2390751	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017183	sra	SRX2347758	2016-11-15	2041	965	SRR5019926	SRS1798030	GSM2390752	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017180	sra	SRX2347759	2016-11-15	1856	926	SRR5019927	SRS1798034	GSM2390753	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017177	sra	SRX2347760	2016-11-15	1753	869	SRR5019928	SRS1798031	GSM2390754	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017179	sra	SRX2347761	2016-11-15	1497	747	SRR5019929	SRS1798033	GSM2390755	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017178	sra	SRX2347762	2016-11-15	1434	719	SRR5019930	SRS1798035	GSM2390756	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017175	sra	SRX2347763	2016-11-15	1901	947	SRR5019931	SRS1798032	GSM2390757	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017171	sra	SRX2347764	2016-11-15	1477	740	SRR5019932	SRS1798036	GSM2390758	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017174	sra	SRX2347765	2016-11-15	1662	829	SRR5019933	SRS1798042	GSM2390759	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017173	sra	SRX2347766	2016-11-15	1386	718	SRR5019934	SRS1798037	GSM2390760	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017170	sra	SRX2347767	2016-11-15	1662	853	SRR5019935	SRS1798043	GSM2390761	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017166	sra	SRX2347768	2016-11-15	1930	970	SRR5019936	SRS1798038	GSM2390762	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017169	sra	SRX2347769	2016-11-15	2323	1173	SRR5019937	SRS1798039	GSM2390763	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017168	sra	SRX2347770	2016-11-15	2161	1077	SRR5019938	SRS1798040	GSM2390764	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017165	sra	SRX2347771	2016-11-15	1694	842	SRR5019939	SRS1798041	GSM2390765	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017164	sra	SRX2347772	2016-11-15	2084	1037	SRR5019940	SRS1798046	GSM2390766	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017051	sra	SRX2347773	2016-11-15	1673	870	SRR5019941	SRS1798044	GSM2390767	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017048	sra	SRX2347774	2016-11-15	1671	861	SRR5019942	SRS1798047	GSM2390768	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017047	sra	SRX2347775	2016-11-15	1583	820	SRR5019943	SRS1798048	GSM2390769	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017046	sra	SRX2347776	2016-11-15	1170	590	SRR5019944	SRS1798045	GSM2390770	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017044	contigs sra	SRX2347777	2016-11-15	990	489	SRR5019945	SRS1798051	GSM2390771	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017045	sra	SRX2347778	2016-11-15	1532	767	SRR5019946	SRS1798052	GSM2390772	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017043	sra	SRX2347779	2016-11-15	1222	620	SRR5019947	SRS1798049	GSM2390773	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017040	sra	SRX2347780	2016-11-15	1204	616	SRR5019948	SRS1798050	GSM2390774	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017039	sra	SRX2347781	2016-11-15	1526	774	SRR5019949	SRS1798053	GSM2390775	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017036	sra	SRX2347782	2016-11-15	1011	518	SRR5019950	SRS1798054	GSM2390776	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017037	sra	SRX2347783	2016-11-15	1017	503	SRR5019951	SRS1798058	GSM2390777	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017034	sra	SRX2347784	2016-11-15	1766	872	SRR5019952	SRS1798055	GSM2390778	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017033	sra	SRX2347785	2016-11-15	1999	985	SRR5019953	SRS1798059	GSM2390779	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017030	sra	SRX2347786	2016-11-15	1568	784	SRR5019954	SRS1798056	GSM2390780	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017031	sra	SRX2347787	2016-11-15	1033	515	SRR5019955	SRS1798057	GSM2390781	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017029	sra	SRX2347788	2016-11-15	1352	667	SRR5019956	SRS1798061	GSM2390782	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017025	sra	SRX2347789	2016-11-15	1045	532	SRR5019957	SRS1798060	GSM2390783	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017027	sra	SRX2347790	2016-11-15	1013	504	SRR5019958	SRS1798062	GSM2390784	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017026	sra	SRX2347791	2016-11-15	1132	557	SRR5019959	SRS1798063	GSM2390785	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017023	sra	SRX2347792	2016-11-15	1181	585	SRR5019960	SRS1798064	GSM2390786	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017020	contigs sra	SRX2347793	2016-11-15	843	410	SRR5019961	SRS1798065	GSM2390787	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017022	sra	SRX2347794	2016-11-15	1206	605	SRR5019962	SRS1798066	GSM2390788	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017019	sra	SRX2347795	2016-11-15	1357	685	SRR5019963	SRS1798071	GSM2390789	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017017	sra	SRX2347796	2016-11-15	1538	774	SRR5019964	SRS1798067	GSM2390790	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017018	sra	SRX2347797	2016-11-15	1337	676	SRR5019965	SRS1798068	GSM2390791	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017015	sra	SRX2347798	2016-11-15	1249	619	SRR5019966	SRS1798073	GSM2390792	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
